Wavelength_nm,Normalized_Intensity_Fit
600.0,0.0002803321671236204
605.0,0.0034127635875276477
610.0,0.02637472686681405
615.0,0.1293952200817575
620.0,0.4029925269523139
625.0,0.7967539921236317
630.0,1.0
635.0,0.7967539921236317
640.0,0.4029925269523139
645.0,0.1293952200817575
650.0,0.02637472686681405
655.0,0.0034127635875276477
660.0,0.0002803321671236204
