-89.57967770152109, 0.04145282273984208
-87.38358064747993, 0.3594628821632426
-85.18786942939849, 0.8788793125547869
-82.99197544691506, 1.3028927251193494
-80.7962033073663, 1.7905081495685522
-78.60057331790794, 2.3523259212165755
-76.40510578569578, 2.9989463753774857
-74.20967886779518, 3.6667675001666424
-72.01429256420612, 4.355789295584003
-69.81890626061704, 5.044811091001378
-67.62341842124911, 5.6808312098481935
-65.4278493532581, 6.274449987438544
-63.232402128201706, 6.9316707769135775
-61.037036131768424, 7.6312929076450615
-58.841832592581326, 8.415717720889461
-56.646750896328875, 9.263744546018543
-54.45173012154375, 10.143572377089953
-52.25677026822594, 11.055201214103704
-50.06174949344082, 11.935029045175128
-47.86666779718837, 12.783055870304196
-45.6714439508455, 13.556880348234472
-43.4764028689046, 14.426107843991787
-41.28144301558679, 15.337736681005524
-39.08686899822871, 16.450771888987447
-36.892335595182146, 17.585007767597588
-34.69798495653757, 18.81464666403474
-32.504101382475795, 20.288093272696514
-30.310989480333447, 22.16435262329459
-28.118060342593054, 24.13601499171969
-25.925171819164206, 26.128878030773024
-23.83277731751498, 28.457771699283754
-22.14011235135108, 30.958087933159845
-20.946567973791375, 33.39010772094073
-20.052438828266006, 35.7513324121595
-19.258885948501117, 38.49151909085782
-18.56527642814177, 41.280290639745836
-17.87153660353286, 44.001043370368286
-17.27842888936283, 47.1299090105841
-16.8505469636233, 49.63688831237193
-15.93739605693392, 54.47871766156127
-15.302793087457914, 58.28499520613615
-14.710355509428425, 61.763671911717715
-14.117992390970102, 65.28121651345103
-13.525480353369446, 68.72102532288085
-12.932558788127338, 71.94706070347603
-12.438966290828589, 74.90102081100898
-11.845449049017105, 77.81611302239017
-11.25215518591915, 80.84780892222662
-10.558731814487714, 83.733750211494
-9.665853589758044, 86.74795555806216
-8.672711829466792, 89.54644408098811
-7.579287918721192, 92.1194988062339
-6.286191094504602, 94.7069901786218
-4.59377184492557, 97.33557046979867
-2.5008676336664024, 99.39839572192514
-0.7051058485571104, 100.20402120579776
